epoch,dynamic/tags_acc,dynamic/tags_loss,loss,lr,val_dynamic/tags_acc,val_dynamic/tags_loss,val_loss
0,0.896094128024,0.271318167099,0.272139974448,0.001,0.894608124334,0.270887544524,0.271541888535
1,0.933267890476,0.177116718376,0.177439643536,0.001,0.888562088308,0.272587299929,0.272693362145
2,0.939431658131,0.163214296976,0.163256612985,0.001,0.908671262383,0.261302561004,0.261312216957
3,0.944265278406,0.152486014966,0.152490640423,0.001,0.916069996776,0.23908365269,0.239085202411
4,0.947325098328,0.144702193051,0.144703702535,0.001,0.909595351317,0.240466138421,0.240467866955
5,0.950814082636,0.136300885628,0.136302215877,0.001,0.916258748272,0.232759680905,0.23276078359
6,0.949917599326,0.138191018297,0.13819216875,0.001,0.920341196237,0.220097579593,0.220099129314
7,0.950597100542,0.136963104058,0.136964063538,0.001,0.919048821321,0.239169721026,0.23917050501
8,0.953340271953,0.129465792823,0.129467126637,0.001,0.919372182107,0.222835331311,0.222836433997
9,0.953331847442,0.129725172752,0.12972642704,0.001,0.921710340481,0.230173445503,0.230174548189
10,0.955256135203,0.124748530405,0.124750097719,0.001,0.918654610985,0.219665074626,0.219667744816
11,0.95693521318,0.120985417729,0.120986723945,0.001,0.919801567565,0.224047657292,0.22404909927
12,0.955740663689,0.123176992711,0.123177964095,0.001,0.923578810529,0.220757672709,0.220758179348
13,0.958358067553,0.117124542652,0.117125944023,0.001,0.915908786934,0.234673240426,0.234675296786
14,0.959343817085,0.114695788448,0.114696915291,0.001,0.920998331392,0.223687073703,0.223688045902
15,0.960762578528,0.110697349213,0.110698551172,0.001,0.921535629488,0.219426622119,0.219427378972
16,0.960585608613,0.111267817301,0.111268971872,0.001,0.90998055425,0.247235235132,0.247236546435
17,0.960116951377,0.111647279904,0.111648337166,0.001,0.918641259661,0.22847119435,0.228471630384
18,0.959887400037,0.11188685424,0.111888407395,0.001,0.919921777851,0.225779846689,0.225782964859
19,0.961770698428,0.107789777714,0.10779098067,0.001,0.920702340896,0.232494287891,0.232495301178
20,0.961126351147,0.108684645944,0.10868594249,0.001,0.920781870838,0.235473460132,0.235474374211
21,0.962760411669,0.104812663987,0.104813779821,0.001,0.920173715218,0.239727648885,0.239728602559
22,0.963794685085,0.101774318857,0.101775532225,0.001,0.919314598897,0.234691041071,0.234692531187
23,0.962819985463,0.104490728343,0.104491822422,0.001,0.917643089371,0.237390330847,0.23739062887
24,0.959772376111,0.112455503033,0.11245573109,0.0001,0.922965693288,0.220970274582,0.220970471251
25,0.959211156121,0.112768353058,0.112768559564,0.0001,0.924230588309,0.21332052529,0.213320721363
26,0.962145271711,0.106199078706,0.106199249029,0.0001,0.925215453957,0.210909428948,0.210909518377
27,0.961309334845,0.108187005113,0.108187151236,0.0001,0.924183320196,0.210806039591,0.210806205439
28,0.961646738579,0.106418652722,0.106418824464,0.0001,0.925175687589,0.210247873481,0.210248005533
29,0.962142160977,0.10509603392,0.105096192005,0.0001,0.925805402803,0.210202973722,0.21020306318
30,0.9628171199,0.103193030467,0.103193270705,0.0001,0.926323855761,0.207802235345,0.207802516401
31,0.964366988279,0.0996993918452,0.0996996167087,0.0001,0.926642303471,0.207392137549,0.207392465374
32,0.963839094737,0.0997027273988,0.0997029048231,0.0001,0.925377319567,0.211831745299,0.21183190697
33,0.961735452525,0.106053391268,0.106053539908,0.0001,0.926133466943,0.208922981306,0.208923100516
34,0.964951184113,0.0976372348086,0.0976373845697,0.0001,0.926052186755,0.212339147009,0.212339372898
35,0.964142314624,0.0999729152245,0.0999730977928,0.0001,0.925312971754,0.209177422999,0.209177495453
36,0.962923074374,0.102637805903,0.102637943164,0.0001,0.926153410808,0.212304703076,0.21230479252
37,0.965513257892,0.095364969311,0.0953650863157,0.0001,0.925250226865,0.21269527499,0.212695483606
38,0.964680281235,0.0972514528621,0.0972515850372,0.0001,0.925845640479,0.217807777735,0.21780800444
39,0.965386699187,0.0955104948589,0.0955106115071,0.0001,0.925439100189,0.216577435684,0.216577554813
40,0.965434582788,0.0957048626806,0.0957049746939,0.0001,0.925869367493,0.214069481182,0.214069553054
41,0.965352427913,0.0961859011804,0.0961860360767,0.0001,0.925827878702,0.218634906501,0.21863514492
42,0.964669995592,0.097903112488,0.0979032789983,0.0001,0.925139586441,0.221923959703,0.221924049161
43,0.965064590331,0.0966404558858,0.0966405307117,1e-05,0.926076124015,0.216767952195,0.216767999911
44,0.964099011966,0.0999594105015,0.0999594674067,1e-05,0.925535904244,0.217076177054,0.217076236659
45,0.964572796831,0.0985440010772,0.0985440510121,1e-05,0.924566558097,0.216621339743,0.216621399341
46,0.9641825984,0.0985663156243,0.0985663777683,1e-05,0.925154128461,0.214356062701,0.214356122357
47,0.965148173273,0.0968853093655,0.0968853711092,1e-05,0.924396239163,0.215772535179,0.21577258264
48,0.965138774831,0.0965250771769,0.0965251133748,1e-05,0.92548220919,0.211782157974,0.211782200269
49,0.965435071616,0.0957366863222,0.0957367243536,1e-05,0.925082213595,0.213206784581,0.213206844142
50,0.965388624812,0.0956034251722,0.0956034751143,1e-05,0.924522535352,0.213471484371,0.213471543975
51,0.964657419245,0.0975817936269,0.0975818328443,1e-05,0.923812175402,0.215068950049,0.215068979778
52,0.965259628254,0.0961676746665,0.0961677020387,1e-05,0.924249862437,0.215277696974,0.215277726755
53,0.964196910034,0.0986049878047,0.0986050100837,1e-06,0.923862409021,0.215056359077,0.215056376335
54,0.965012986446,0.0970296943269,0.0970297160238,1e-06,0.923841306823,0.216326919872,0.216326937378
55,0.964535318781,0.0978997588609,0.0978997805869,1e-06,0.923596937151,0.217438829502,0.21743884735
56,0.965727855684,0.0951692011076,0.0951692166273,1e-06,0.924669008353,0.213837183939,0.213837201212
57,0.964756907895,0.0973474002749,0.0973474152124,1e-06,0.9232152857,0.218237885674,0.218237903326
58,0.964976912946,0.0975689460538,0.097568960955,1e-06,0.924117109389,0.215079303234,0.215079320813
59,0.966055891244,0.0943544803231,0.0943544952243,1e-06,0.924009198323,0.213609949038,0.213609961465
60,0.9652799787,0.0957176797747,0.0957176946758,1e-06,0.924514447805,0.214741192307,0.214741209944
61,0.966051862692,0.0940629475663,0.0940629624674,1e-06,0.924822829897,0.213955476604,0.2139554889
0,0.893083259813,0.276483303198,0.277293643798,0.001,0.90267359413,0.251292113462,0.251934584609
1,0.930871528573,0.18213201841,0.182450362219,0.001,0.910566712555,0.229228623051,0.22933331861
2,0.93780549767,0.16681977587,0.166861826117,0.001,0.913399721845,0.24520497903,0.245214298644
3,0.942580707837,0.156269721192,0.15627420877,0.001,0.917095451558,0.228247413368,0.228249301799
4,0.945956501644,0.148117640943,0.14811900162,0.001,0.917341115884,0.22051884712,0.220520128627
