epoch,dynamic/tags_acc,dynamic/tags_loss,loss,lr,val_dynamic/tags_acc,val_dynamic/tags_loss,val_loss
5,0.949539181893,0.138696055757,0.13869719833,0.001,0.906982950633,0.266029682956,0.266030343846
6,0.948905206867,0.139507212451,0.139508274908,0.001,0.920246318739,0.2216913429,0.221693030035
7,0.950003719656,0.138496513217,0.138497460503,0.001,0.921406523325,0.227955850976,0.227956696202
8,0.95271899621,0.131246050791,0.131247287005,0.001,0.913069104543,0.245005260615,0.245006295401
9,0.952637756942,0.131285914933,0.131287310447,0.001,0.920506237715,0.226588673417,0.226590193328
10,0.954463897506,0.126600930016,0.126602359436,0.001,0.919416269404,0.219545599699,0.219547536843
11,0.955641633132,0.124064676129,0.124065809869,0.001,0.922086910694,0.224863574287,0.224864747492
12,0.955330503988,0.124231513255,0.124232783506,0.001,0.925082535017,0.216276708357,0.21627828788
13,0.957593787112,0.119023308987,0.119024747386,0.001,0.920463696879,0.228891980863,0.228893769003
14,0.958718329552,0.116237164853,0.11623839094,0.001,0.921246684331,0.215644453354,0.215645240816
15,0.959926945507,0.111323606186,0.111324730751,0.001,0.923892102146,0.231569005911,0.231569542368
16,0.960264686029,0.112307626383,0.112308798576,0.001,0.918622032041,0.229725840261,0.22972768802
17,0.959725043271,0.112637403632,0.112638386803,0.001,0.916597406613,0.231386210449,0.231386687286
18,0.959321601782,0.113857809243,0.113859262776,0.001,0.916687091638,0.231309515169,0.231311551972
19,0.961512943497,0.108291309807,0.108292563193,0.001,0.917183081852,0.249901863688,0.24990278756
20,0.960237308638,0.110924133187,0.110925589259,0.001,0.921079602907,0.241669626994,0.241670848889
21,0.961718422826,0.106639277532,0.106640432219,0.001,0.918477268133,0.237766055769,0.237767744984
22,0.963356637163,0.103199371966,0.10320063703,0.001,0.918173604179,0.243639400243,0.243642231464
23,0.962125587277,0.106510998608,0.106512114318,0.001,0.917227804719,0.251415732404,0.251416239043
24,0.959170690039,0.114594517894,0.114594770996,0.0001,0.922622312384,0.228079992303,0.228080141314
25,0.958921238664,0.113757987601,0.11375817706,0.0001,0.923608975078,0.221255167518,0.221255334778
26,0.961687934934,0.107326620346,0.107326792837,0.0001,0.924706968013,0.215170906304,0.215171025484
27,0.960778875393,0.109090747741,0.109090904371,0.0001,0.924908111279,0.214548677461,0.214548886099
28,0.960828132695,0.10845020444,0.108450353255,0.0001,0.925418091356,0.213783823427,0.213783942585
29,0.961864634301,0.106288366573,0.106288524876,0.0001,0.924853498349,0.215293534267,0.215293623711
30,0.962312662276,0.104665511622,0.104665694096,0.0001,0.925103788031,0.213255957817,0.213256124276
31,0.963834026479,0.101577712412,0.101577873196,0.0001,0.92551681475,0.21063312242,0.210633343522
32,0.963511577458,0.101274628338,0.101274792112,0.0001,0.925089324359,0.216851827128,0.216851946367
33,0.961003642762,0.107417581261,0.107417705753,0.0001,0.925416272832,0.215346370584,0.215346507459
34,0.964294324862,0.0994905801126,0.0994906930282,0.0001,0.924547176342,0.22155152569,0.221551793911
35,0.963815716677,0.100885836553,0.100886054177,0.0001,0.924764936848,0.216605054607,0.216605102149
36,0.961913795792,0.104487217657,0.104487310033,0.0001,0.924997433787,0.218194844791,0.218194922389
37,0.965029062354,0.0966728233325,0.0966729512511,0.0001,0.92400077678,0.220167070991,0.220167291271
38,0.964326518937,0.0984894719004,0.0984896058144,0.0001,0.925376313215,0.220448157241,0.22044827645
39,0.965026043938,0.0966830887337,0.0966832047852,0.0001,0.925467176305,0.215657438843,0.215657605477
40,0.964646192268,0.0985752634369,0.0985753830173,1e-05,0.926395829185,0.214576598111,0.214576687453
41,0.964149909327,0.0997558766539,0.0997559405878,1e-05,0.92614620825,0.216408015687,0.21640809306
42,0.963244089624,0.101595196822,0.101595252185,1e-05,0.925797088072,0.216514393745,0.216514423548
43,0.964357740828,0.0984597723509,0.0984598051436,1e-05,0.926309339993,0.216114852665,0.216114882467
44,0.963161998661,0.10201197624,0.102012010262,1e-05,0.925494586059,0.217385191645,0.217385233424
45,0.963241923018,0.101443227424,0.101443260908,1e-05,0.92467980698,0.217333614317,0.217333644119
46,0.963368755067,0.100575771234,0.100575800781,1e-05,0.925120740663,0.214800642505,0.214800672366
47,0.964018410654,0.0995974941834,0.0995975309197,1e-05,0.924521206587,0.216814051069,0.216814080872
48,0.96427451726,0.0984806845154,0.0984807066197,1e-05,0.925617094443,0.214038472717,0.214038490129
49,0.964331554715,0.0986553860566,0.0986554025003,1e-05,0.925241762714,0.215075828273,0.215075845896
50,0.964413645328,0.0984423169575,0.0984423405826,1e-05,0.924635084113,0.214986117477,0.214986147279
51,0.963307811529,0.100844223416,0.100844249057,1e-05,0.923757092794,0.217610694017,0.217610705964
52,0.964122415171,0.0991238128772,0.0991238277784,1e-06,0.924359051976,0.216622734282,0.216622746622
53,0.963005566271,0.101688766088,0.101688780953,1e-06,0.924042767845,0.216219958224,0.216219970724
54,0.964304729016,0.0991356010927,0.0991356159939,1e-06,0.923864620447,0.218627153125,0.218627165246
55,0.963545940118,0.100642241116,0.100642256017,1e-06,0.923407972208,0.219118900888,0.219118912923
56,0.965066296631,0.0974337228981,0.0974337377265,1e-06,0.924654205912,0.215223935673,0.215223948057
57,0.963800360798,0.100010880262,0.100010895119,1e-06,0.923160959617,0.219880161014,0.219880172903
58,0.963948954479,0.0998744216704,0.0998744365206,1e-06,0.924023084051,0.216353420459,0.216353432639
59,0.9652547437,0.0968966768851,0.0968966916989,1e-06,0.923757612123,0.216267830554,0.216267842734
60,0.964519727626,0.0985044680638,0.0985044814006,1e-06,0.924341261794,0.216688618064,0.216688629967
61,0.96528708993,0.0958394773843,0.0958394859917,1e-06,0.924784893752,0.214864269874,0.214864282221
62,0.963863628567,0.100333147449,0.100333155773,1e-07,0.924882246938,0.217762174587,0.217762186847
63,0.965191907599,0.0961996204933,0.096199628606,1e-07,0.924557936552,0.218890239848,0.218890251759
64,0.963864085497,0.0999919220922,0.0999919303795,1e-07,0.924225265626,0.220560557515,0.220560569142
65,0.965265086619,0.0968279578155,0.0968279659355,1e-07,0.925501129532,0.216956811972,0.216956823795
66,0.964716562652,0.0981743259545,0.0981743389711,1e-07,0.925809983106,0.217452069191,0.217452081008
67,0.965709455428,0.0954258895872,0.0954259027785,1e-07,0.926045301836,0.216120781777,0.216120793637
68,0.964140974684,0.0990597996351,0.0990598088247,1e-07,0.925780258898,0.218344506655,0.218344518151
69,0.963307015947,0.102105323364,0.102105332488,1e-07,0.926104310027,0.216332389988,0.216332401935
70,0.963201977778,0.101606403347,0.101606413817,1e-07,0.92634500307,0.215819734491,0.215819746249
