epoch,loss,lr,static/tags_acc,static/tags_loss,val_loss,val_static/tags_acc,val_static/tags_loss
0,0.394191474508,0.001,0.822271806886,0.394128677755,0.68061699305,0.717324880825,0.680571931938
1,0.257184367278,0.001,0.902490330511,0.257161328424,0.664377023757,0.734500178427,0.664367248333
2,0.200935884772,0.001,0.929058942478,0.200931090105,0.723553533928,0.738177549036,0.723550971219
3,0.17580325462,0.001,0.938977158396,0.175800885365,0.694330371858,0.75496527151,0.69432816669
4,0.150908007672,0.001,0.949078483041,0.150906208422,0.754476168775,0.762161319319,0.754474619054
5,0.133749975983,0.001,0.956817741855,0.133749019406,0.803136998147,0.74441229162,0.803135448426
6,0.113749439915,0.001,0.96399548091,0.113748147469,0.792284361261,0.756399597274,0.792283346178
7,0.10525004322,0.001,0.966546751792,0.105249046523,0.845344923233,0.753112853155,0.845343969559
8,0.0978009666251,0.001,0.969610717031,0.0977998044145,0.794423329411,0.760046449373,0.794422317529
9,0.085213884282,0.001,0.973358276882,0.0852127323706,0.86204606219,0.749679624336,0.862045823771
10,0.0784259178145,0.001,0.975390746142,0.0784249445642,0.907093969348,0.749914610758,0.907093420916
11,0.0673786103835,0.001,0.979284791276,0.0673777543889,0.907581317006,0.759207215568,0.907580363331
12,0.0617802949273,0.001,0.980615358218,0.0617792628036,0.954812936427,0.761087099556,0.954811943404
13,0.0816415271456,0.0001,0.973516967613,0.0816411000269,0.895217272686,0.765332096489,0.895217034267
14,0.051126717759,0.0001,0.985089233262,0.051126409453,0.911620238563,0.766522281221,0.911619954568
15,0.0385345894247,0.0001,0.98968517466,0.0385342730951,0.900629007083,0.775158757111,0.900628649455
16,0.0274034654058,0.0001,0.993304559495,0.0274030551745,0.939969205298,0.772692936589,0.939968769322
17,0.017822053529,0.0001,0.996338005061,0.0178214907728,0.971019712626,0.777090522053,0.971019235789
18,0.0144339066992,0.0001,0.997094840626,0.0144333521157,0.992239351152,0.777789372369,0.992238842708
19,0.0109659551763,0.0001,0.998083610204,0.0109654413013,1.03610238538,0.775595158804,1.03610190854
20,0.00789424958202,0.0001,0.998840447748,0.00789380256219,1.05348633503,0.77819830802,1.0534858582
21,0.00610791171766,0.0001,0.99916393531,0.00610751082604,1.08463208494,0.776211614604,1.08463182888
22,0.00456727906544,0.0001,0.999408076168,0.00456697902564,1.14508202515,0.772012393922,1.14508179663
23,0.00525612117849,1e-05,0.999188349,0.00525595101612,1.14723671169,0.772424381285,1.14723658201
24,0.00449092885356,1e-05,0.999371455284,0.00449078705356,1.16626626137,0.770935121865,1.16626614216
25,0.00427916063495,1e-05,0.999505732907,0.00427902053571,1.17007339397,0.769952457689,1.17007327476
26,0.00364997909878,1e-05,0.999688838841,0.00364985942861,1.17853940424,0.769815128355,1.17853928503
27,0.00329893810249,1e-05,0.99971935642,0.00329882907477,1.1963166066,0.767312686366,1.19631648739
28,0.0034558799382,1e-05,0.999713252881,0.00345577245344,1.1900267172,0.768783634063,1.19002659799
29,0.00305969928263,1e-05,0.999737667036,0.00305958898753,1.18309949222,0.769400089048,1.18309937301
30,0.00269753310113,1e-05,0.99988415197,0.00269741849092,1.19099958858,0.769036928832,1.19099946937
31,0.00254636155501,1e-05,0.999865841353,0.00254624478202,1.2016887542,0.768756169768,1.20168863499
