epoch,loss,lr,static/tags_acc,static/tags_loss,val_loss,val_static/tags_acc,val_static/tags_loss
0,0.557951396273,0.001,0.70812993712,0.556844608043,0.575319732045,0.729354915267,0.573746826907
1,0.271267332399,0.001,0.893127537682,0.270202815562,0.705574584281,0.735791072482,0.705002558505
2,0.139592856896,0.001,0.95366832742,0.139299120965,0.773459131306,0.756826843251,0.773354465637
3,0.0899246442495,0.001,0.972778442781,0.0898754357113,0.778842717176,0.761752380873,0.778826207301
4,0.0826928631759,0.001,0.975134400185,0.0826856400236,0.815180989972,0.754910338379,0.815177056065
5,0.0703299556917,0.001,0.979754761443,0.0703276470758,0.838402356196,0.764514223381,0.838400504668
6,0.0649989745179,0.001,0.981884889421,0.0649979911141,0.858323574532,0.765509095509,0.858322620858
7,0.0619320543847,0.001,0.981897096033,0.0619310139118,0.886296470882,0.755853335198,0.886295586592
8,0.0504279151082,0.001,0.986401488772,0.0504269905377,1.00399382762,0.745086729468,1.00399308308
9,0.0537308445291,0.001,0.984784058179,0.0537301834629,0.963488673617,0.744177303801,0.963487800967
10,0.0601873685555,0.001,0.983734255424,0.0601865544013,0.967621683783,0.753799500235,0.967621004733
11,0.0483099726362,0.001,0.987738157273,0.0483092733029,1.00886507239,0.751501524181,1.00886411872
12,0.0564593820964,0.0001,0.986517457524,0.0564589138348,0.85816345131,0.765213076025,0.858163212892
13,0.0633517408678,0.0001,0.985516479588,0.0633514871388,0.837494259118,0.76501776441,0.837494076579
14,0.0656659102242,0.0001,0.984777954174,0.0656656403044,0.837995936745,0.766250674031,0.837995817536
15,0.0607676014133,0.0001,0.98596814007,0.0607674801649,0.824420004035,0.767627016758,0.824419884826
16,0.0500582467193,0.0001,0.988818479469,0.0500580367352,0.83624662034,0.772418277746,0.836246326566
17,0.0500171102794,0.0001,0.989117552177,0.0500168466588,0.84414882795,0.773663394619,0.844148644304
18,0.0470649880244,0.0001,0.990142942639,0.0470647635175,0.834436015284,0.772097842593,0.834435840778
19,0.043254970984,0.0001,0.991217159317,0.0432547877754,0.856709045009,0.773831243278,0.85670880659
20,0.0413310473459,0.0001,0.991546749487,0.0413308102206,0.871034289012,0.774948186066,0.871034050593
21,0.0367452340761,0.0001,0.992450067075,0.0367449708701,0.88750385138,0.773696962628,0.887503563368
22,0.0472126714667,1e-05,0.989813350607,0.0472124461767,0.881379259052,0.770373599196,0.881379089842
23,0.0506069932053,1e-05,0.988366819802,0.0506068834729,0.890256302373,0.766131655779,0.890256232116
24,0.0516097036234,1e-05,0.988415648346,0.051609647684,0.890170765779,0.766143862507,0.890170716244
25,0.0520064696957,1e-05,0.987860230496,0.0520064101474,0.893792000425,0.765084903862,0.893791929528
26,0.0495389737353,1e-05,0.988775758073,0.0495388710769,0.896536246932,0.764059512352,0.896536127722
27,0.0517009391679,1e-05,0.988195920363,0.0517008010702,0.897345322766,0.760934510792,0.897345155419
28,0.0416223694574,1e-05,0.991113397526,0.0416222084514,0.901424753538,0.765359561308,0.901424586773
29,0.0402718097812,1e-05,0.991534539033,0.0402716387453,0.902563938871,0.765231386642,0.902563748823
30,0.0443788447537,1e-05,0.990356562659,0.0443786505366,0.879623922636,0.766995303449,0.879623684217
31,0.038571400366,1e-05,0.992071649758,0.0385711747185,0.900011251855,0.767587343231,0.900011060876
