epoch,loss,lr,static/tags_acc,static/tags_loss,val_loss,val_static/tags_acc,val_static/tags_loss
0,0.172066925501,0.001,0.934889851138,0.172039912097,0.171734138348,0.94071870984,0.171726955989
1,0.141922703056,0.001,0.94664449594,0.141920577633,0.156141109073,0.942799286218,0.156140259707
2,0.125475051202,0.001,0.952554128831,0.125474435103,0.154061406094,0.944307212776,0.154060646135
3,0.116011345483,0.001,0.957620042027,0.116010544138,0.158229830377,0.942393582256,0.158229457382
4,0.105762966668,0.001,0.962190494291,0.105762158615,0.17209387906,0.937605921121,0.172093253212
5,0.0964146111728,0.001,0.966585025424,0.096413427993,0.17016172532,0.939530320058,0.170160190733
6,0.089656510354,0.001,0.969564978965,0.0896553943676,0.173357213869,0.93723252893,0.173356453786
7,0.0812483624832,0.001,0.972907554242,0.0812473251135,0.179567981933,0.940767178894,0.179566744664
8,0.0814012960109,0.001,0.973173232982,0.0814004312997,0.177691529127,0.937525137793,0.177691037446
9,0.0777328762924,0.001,0.974652439822,0.0777317311295,0.179169863244,0.937078147894,0.179168983857
10,0.0760471573194,0.001,0.975664906437,0.0760460367528,0.178500402333,0.9413649622,0.178499255075
11,0.0740352197499,0.001,0.975948538515,0.074034173027,0.175678748645,0.939887555316,0.175677079715
12,0.074410725334,0.001,0.97588032519,0.0744095104164,0.180247199831,0.938736864424,0.18024606719
13,0.0729485069933,0.001,0.976856886758,0.0729473256069,0.180775895242,0.939397480106,0.180775016459
14,0.117242817141,0.0001,0.958061653189,0.117242095926,0.15780192375,0.942858527706,0.157801387308
15,0.11857633874,0.0001,0.95659321791,0.118575903492,0.151890828478,0.94386201608,0.151890410387
16,0.119974553483,0.0001,0.956446013413,0.119974026355,0.148070523152,0.94477215677,0.148070032526
17,0.114890748489,0.0001,0.957390262978,0.114890405806,0.144673613089,0.946107747033,0.144673389572
18,0.115379581577,0.0001,0.957070725388,0.115379279785,0.144901085077,0.945682296471,0.144900666419
19,0.115495965074,0.0001,0.957645175513,0.115495611637,0.145302972152,0.945834885468,0.145302793338
20,0.113267200388,0.0001,0.958312971867,0.113267018969,0.140757447072,0.947863403708,0.140757266548
21,0.114130081936,0.0001,0.9578282804,0.114129888272,0.143945825446,0.945475855144,0.14394561683
22,0.113693718798,0.0001,0.957993434509,0.113693509935,0.143072470521,0.945666141575,0.143072305102
23,0.11207899799,0.0001,0.958707903046,0.112078811464,0.142976980576,0.946786314074,0.142976742158
24,0.109006203493,0.0001,0.959795765113,0.10900600141,0.146248011981,0.945378916571,0.146247848068
25,0.109055011184,0.0001,0.959878342226,0.109054742643,0.143068768208,0.946940696973,0.143068455283
26,0.108375705706,0.0001,0.959092066623,0.108375389056,0.14611211291,0.944651881931,0.146111696842
27,0.108623490567,0.0001,0.959612657898,0.108623136723,0.144588077557,0.945430975175,0.14458785404
28,0.107705196257,0.0001,0.960284047644,0.107704934526,0.142853700127,0.945824113092,0.142853358928
29,0.107198785714,0.0001,0.961124179652,0.107198514874,0.140965432285,0.947468470666,0.140965044855
30,0.1034900468,0.0001,0.962344879867,0.103489729838,0.144320112704,0.945723585202,0.144319860745
31,0.104218186352,0.0001,0.961982259876,0.104217908425,0.14560969454,0.945267617819,0.145609366715
32,0.126817245211,1e-05,0.95261875412,0.126816985809,0.14016938243,0.947323063563,0.140169158913
33,0.124497502606,1e-05,0.951818117406,0.124497338431,0.13956975437,0.946913767839,0.13956962026
34,0.123751250052,1e-05,0.952177149011,0.123751147228,0.137699002327,0.947387688386,0.137698900086
35,0.123692250636,1e-05,0.952643885976,0.123692170877,0.136730024285,0.947793392232,0.136729966827
36,0.123155855268,1e-05,0.953096265555,0.123155791938,0.136559901766,0.947893919423,0.136559844279
37,0.122330308091,1e-05,0.952751597273,0.122330243772,0.136504159127,0.947945980413,0.136504097303
38,0.122971195444,1e-05,0.952579262201,0.122971131335,0.136883148982,0.947628239286,0.136883089377
39,0.11678747071,1e-05,0.95605826308,0.116787398161,0.135339164357,0.9484504172,0.135339104752
40,0.120033138475,1e-05,0.954011792317,0.120033094659,0.13442623771,0.948646088946,0.134426205441
41,0.123720880059,1e-05,0.952263316023,0.123720823263,0.136193155915,0.947646189888,0.13619309631
42,0.121593599164,1e-05,0.953843047027,0.121593536664,0.135424002154,0.947958545818,0.135423927648
43,0.121962278034,1e-05,0.953735338408,0.121962211095,0.134122269868,0.948240383237,0.134122197829
44,0.119565056913,1e-05,0.953681481071,0.119564988039,0.134697998197,0.94822243345,0.134697940892
45,0.123306621412,1e-05,0.952834173222,0.123306551366,0.134136481436,0.948559921235,0.134136419416
46,0.119913536313,1e-05,0.954036921845,0.119913479735,0.135284368916,0.948170374322,0.135284321921
47,0.120481193691,1e-05,0.953067543684,0.120481148682,0.135471104564,0.948077027162,0.135471057511
48,0.121170310187,1e-05,0.954435443855,0.121170259677,0.133569264493,0.948610183957,0.133569217302
49,0.12022461521,1e-05,0.953107037349,0.120224557817,0.133374983328,0.948863300844,0.133374923724
50,0.120202929545,1e-05,0.953523510019,0.120202877253,0.134335499562,0.948455804086,0.134335457304
51,0.118121360181,1e-05,0.954403134761,0.118121319261,0.133670201765,0.948775338591,0.133670169584
52,0.123707707156,1e-05,0.952826994588,0.123707676423,0.133535994566,0.948554536211,0.133535964764
53,0.120359536493,1e-05,0.953796373913,0.120359499429,0.133961601052,0.948525813001,0.13396157125
54,0.115704882162,1e-05,0.955821301206,0.115704853757,0.133940811822,0.948690968275,0.13394078202
55,0.117889345362,1e-05,0.953860997572,0.117889314482,0.135759803357,0.948152421042,0.135759760939
56,0.11788090253,1e-05,0.955322250142,0.117880874794,0.134523376742,0.948243974301,0.134523344503
57,0.114625577378,1e-05,0.956223414745,0.114625547547,0.133677761376,0.94893690286,0.133677731574
58,0.119952498761,1e-05,0.954952449421,0.1199524689,0.133032520462,0.949069744267,0.133032478399
59,0.121932060138,1e-05,0.95332245063,0.121932011927,0.133398196405,0.948285261635,0.133398124395
60,0.11854792916,1e-05,0.955623836373,0.118547855658,0.132821916253,0.949385690736,0.132821856649
61,0.117408369922,1e-05,0.955282759853,0.117408334219,0.134886201682,0.948646088771,0.13488617188
62,0.117422179057,1e-05,0.954744212679,0.117422149633,0.134514802281,0.948909974541,0.134514770107
63,0.118282652853,1e-05,0.954338509589,0.118282613141,0.133556942346,0.948647883371,0.133556894994
64,0.115353021378,1e-05,0.955584341427,0.115352982059,0.132514907964,0.948956649343,0.132514875433
65,0.118384296657,1e-05,0.954729850753,0.118384259054,0.133089262177,0.949076924764,0.133089214745
66,0.11893207729,1e-05,0.95517145656,0.118932040969,0.13221704639,0.949635215278,0.132217016588
67,0.115126148638,1e-05,0.956790683325,0.115126112301,0.13259760198,0.949486218917,0.132597557276
68,0.118192395355,1e-05,0.954912956338,0.118192361799,0.132553740776,0.94901229837,0.1325537136
69,0.117497499625,1e-05,0.954158992972,0.117497476662,0.132992657607,0.94876815856,0.132992615501
70,0.120862948635,1e-05,0.953290139209,0.120862905809,0.132071488842,0.949251054961,0.132071431988
71,0.12029945619,1e-05,0.954805246671,0.120299394766,0.133861938193,0.948918950686,0.133861881091
72,0.120005574165,1e-05,0.954464168171,0.12000552869,0.133082708948,0.949177454575,0.133082676497
73,0.112660488609,1e-05,0.957185617532,0.112660452942,0.133087512171,0.949161296478,0.13308747972
74,0.115540375366,1e-05,0.955993637559,0.115540337953,0.133916891282,0.948161398584,0.133916849045
75,0.120117273298,1e-05,0.953749698005,0.12011723133,0.1342560333,0.948811244278,0.134255988596
76,0.117555281016,1e-05,0.955078110797,0.117555236779,0.133577373352,0.948522223276,0.133577328648
77,0.116474143389,1e-05,0.955128373345,0.11647411008,0.132522218577,0.948816628836,0.132522173873
78,0.115669779756,1e-05,0.955656148493,0.115669736522,0.131088241513,0.950098364498,0.131088208916
79,0.116095093385,1e-05,0.956151611404,0.116095044534,0.132675148976,0.949434159906,0.132675089371
80,0.112776918213,1e-05,0.956603987841,0.112776857655,0.133011281905,0.948847145832,0.1330112223
81,0.117629262561,1e-05,0.95469394722,0.117629205983,0.131849142454,0.948676606175,0.13184909775
82,0.114915156621,1e-05,0.955559212365,0.114915102211,0.131940172752,0.949204379809,0.131940115971
83,0.113915865018,1e-05,0.956051081535,0.113915831709,0.133121509221,0.948606595455,0.133121479419
84,0.116966255126,1e-05,0.955218133167,0.116966227535,0.13310541449,0.948875867645,0.133105372384
85,0.114696098404,1e-05,0.955864386284,0.114696055709,0.133051126017,0.948926131823,0.133051078665
86,0.116343818096,1e-05,0.955175048439,0.116343771107,0.13309244885,0.949114622606,0.133092416312
87,0.115319530974,1e-05,0.955121192732,0.115319497272,0.131782770339,0.949403641629,0.13178273767
88,0.11142095238,1e-05,0.957454890595,0.111420920235,0.131180470809,0.949563410657,0.131180438177
89,0.11554819865,1e-05,0.956320352969,0.11554816326,0.132072807348,0.949134368275,0.132072774875
90,0.115549365582,1e-06,0.955300710863,0.115549334529,0.131494288165,0.949193610402,0.131494258363
91,0.122912376639,1e-06,0.952880845289,0.122912346851,0.13128358106,0.949281571142,0.131283554118
92,0.119179418034,1e-06,0.955254036351,0.119179393034,0.132196895021,0.948883048492,0.132196868006
93,0.118583787233,1e-06,0.953943574685,0.118583765448,0.13264056488,0.949096672644,0.132640547352
94,0.117407470381,1e-06,0.95441749692,0.117407450321,0.132372993132,0.949064357905,0.132372975582
95,0.117766273019,1e-06,0.955117602018,0.117766253112,0.13262548764,0.949493398599,0.132625470076
96,0.119707717648,1e-06,0.954044104437,0.119707698046,0.132465903473,0.948988963559,0.132465885858
97,0.117424092896,1e-06,0.955595113686,0.117424072887,0.132092303837,0.949489809631,0.132092286134
98,0.116384342211,1e-06,0.955986458692,0.116384321154,0.131746182851,0.949032045784,0.131746165207
99,0.117116596535,1e-06,0.954866282991,0.117116576585,0.132530247196,0.949286956922,0.132530229515
100,0.116826643382,1e-07,0.955042205751,0.116826623256,0.131202346172,0.949782419833,0.131202328528
101,0.116641679662,1e-07,0.954830380972,0.116641659522,0.131932815399,0.949285162787,0.131932797682
102,0.121111151122,1e-07,0.953498375369,0.121111131913,0.132907140156,0.949380304664,0.132907122541
103,0.116294699415,1e-07,0.955282757641,0.116294679203,0.132483061221,0.949753695517,0.132483043533
104,0.114746598716,1e-07,0.956130067003,0.114746578387,0.133169435008,0.949163092708,0.133169417531
105,0.119603275496,1e-07,0.95393639605,0.119603255735,0.132840300241,0.949342607055,0.132840282691
106,0.117515082704,1e-07,0.954801657936,0.117515062899,0.133890478312,0.948793289135,0.133890460842
107,0.116446886459,1e-07,0.95552330662,0.116446866305,0.132532434662,0.949220536684,0.132532416952
108,0.1206889647,1e-07,0.95378560212,0.120688945375,0.133051541452,0.949310294411,0.133051523942
109,0.115290831382,1e-07,0.95579257817,0.115290811067,0.132244843051,0.949387485045,0.13224482545
