AClassicEducation_NightOwl---	0.0	168.76260000000002	distorted electric guitar
AClassicEducation_NightOwl---	0.046400000000000004	4.9226	distorted electric guitar
AClassicEducation_NightOwl---	0.046400000000000004	2.9722000000000004	male singer
AClassicEducation_NightOwl---	0.09290000000000001	58.003400000000006	drum set
AClassicEducation_NightOwl---	0.743	18.9939	electric bass
AClassicEducation_NightOwl---	0.9752000000000001	139.877	clean electric guitar
AClassicEducation_NightOwl---	1.0681	169.3199	synthesizer
AClassicEducation_NightOwl---	2.2756000000000003	8.962900000000001	tambourine
AClassicEducation_NightOwl---	5.154800000000001	8.359200000000001	male singer
AClassicEducation_NightOwl---	9.1487	11.192	tambourine
AClassicEducation_NightOwl---	9.9846	12.771	male singer
AClassicEducation_NightOwl---	11.610000000000001	15.836000000000002	tambourine
AClassicEducation_NightOwl---	12.863900000000001	22.1518	male singer
AClassicEducation_NightOwl---	16.2075	18.576	tambourine
AClassicEducation_NightOwl---	18.7617	23.220000000000002	distorted electric guitar
AClassicEducation_NightOwl---	19.8763	37.9414	electric bass
AClassicEducation_NightOwl---	21.037300000000002	22.802000000000003	tambourine
AClassicEducation_NightOwl---	23.5915	27.6782	tambourine
AClassicEducation_NightOwl---	24.241600000000002	27.631700000000002	male singer
AClassicEducation_NightOwl---	28.3748	32.7401	tambourine
AClassicEducation_NightOwl---	29.4429	57.6319	male singer
AClassicEducation_NightOwl---	32.972300000000004	37.337700000000005	tambourine
AClassicEducation_NightOwl---	37.7092	48.622600000000006	male singer
AClassicEducation_NightOwl---	37.9414	42.4925	distorted electric guitar
AClassicEducation_NightOwl---	38.963100000000004	57.121100000000006	electric bass
AClassicEducation_NightOwl---	40.170500000000004	41.842400000000005	tambourine
AClassicEducation_NightOwl---	42.631800000000005	47.043600000000005	tambourine
AClassicEducation_NightOwl---	47.461600000000004	51.9198	tambourine
AClassicEducation_NightOwl---	51.966300000000004	54.3811	tambourine
AClassicEducation_NightOwl---	54.7062	56.5638	tambourine
AClassicEducation_NightOwl---	58.328500000000005	167.7874	electric bass
AClassicEducation_NightOwl---	58.37500000000001	168.2982	drum set
AClassicEducation_NightOwl---	58.514300000000006	60.464800000000004	male singer
AClassicEducation_NightOwl---	58.514300000000006	76.39370000000001	vocalists
AClassicEducation_NightOwl---	58.514300000000006	60.232600000000005	male singer
AClassicEducation_NightOwl---	58.746500000000005	100.6353	fx/processed sound
AClassicEducation_NightOwl---	58.9787	73.42150000000001	tambourine
AClassicEducation_NightOwl---	60.8363	75.7899	male singer
AClassicEducation_NightOwl---	60.88270000000001	62.87960000000001	male singer
AClassicEducation_NightOwl---	63.1118	70.0778	male singer
AClassicEducation_NightOwl---	70.4029	77.0438	male singer
AClassicEducation_NightOwl---	73.60730000000001	87.63210000000001	tambourine
AClassicEducation_NightOwl---	77.2296	95.852	vocalists
AClassicEducation_NightOwl---	77.4153	96.7343	male singer
AClassicEducation_NightOwl---	77.46180000000001	97.013	male singer
AClassicEducation_NightOwl---	87.81790000000001	89.8148	tambourine
AClassicEducation_NightOwl---	90.13990000000001	92.09030000000001	tambourine
AClassicEducation_NightOwl---	92.5083	96.8272	tambourine
AClassicEducation_NightOwl---	94.64450000000001	135.9761	distorted electric guitar
AClassicEducation_NightOwl---	96.17710000000001	135.0937	distorted electric guitar
AClassicEducation_NightOwl---	97.2916	99.05630000000001	tambourine
AClassicEducation_NightOwl---	99.6136	101.3319	tambourine
AClassicEducation_NightOwl---	101.93560000000001	103.74680000000001	tambourine
AClassicEducation_NightOwl---	104.16470000000001	105.97590000000001	tambourine
AClassicEducation_NightOwl---	106.53320000000001	108.20500000000001	tambourine
AClassicEducation_NightOwl---	108.85510000000001	110.5734	tambourine
AClassicEducation_NightOwl---	111.1307	112.89540000000001	tambourine
AClassicEducation_NightOwl---	113.45270000000001	115.171	tambourine
AClassicEducation_NightOwl---	115.7283	117.6787	tambourine
AClassicEducation_NightOwl---	117.9574	119.7685	tambourine
AClassicEducation_NightOwl---	120.3258	122.0441	tambourine
AClassicEducation_NightOwl---	122.6478	124.3661	tambourine
AClassicEducation_NightOwl---	124.9698	126.73450000000001	tambourine
AClassicEducation_NightOwl---	127.29180000000001	129.0565	tambourine
AClassicEducation_NightOwl---	129.56730000000002	131.33210000000003	tambourine
AClassicEducation_NightOwl---	131.84290000000001	133.8863	tambourine
AClassicEducation_NightOwl---	133.05030000000002	139.83060000000003	male singer
AClassicEducation_NightOwl---	133.0968	140.0628	male singer
AClassicEducation_NightOwl---	133.18970000000002	171.40970000000002	distorted electric guitar
AClassicEducation_NightOwl---	140.5736	140.7594	male singer
AClassicEducation_NightOwl---	141.2238	150.32600000000002	male singer
AClassicEducation_NightOwl---	141.502399999	150.60459999900002	male singer
AClassicEducation_NightOwl---	151.0226	158.0815	male singer
AClassicEducation_NightOwl---	151.0226	157.98860000000002	male singer
AClassicEducation_NightOwl---	152.1371	154.0412	tambourine
AClassicEducation_NightOwl---	154.2269	167.4159	tambourine
AClassicEducation_NightOwl---	159.1031	168.20540000000003	male singer
AClassicEducation_NightOwl---	159.33530000000002	168.484	male singer
AClassicEducation_NightOwl---	168.76260000000002	169.97010000000003	drum set
AClassicEducation_NightOwl---clean electric guitar	0.0	168.76260000000002	distorted electric guitar
AClassicEducation_NightOwl---clean electric guitar	0.046400000000000004	4.9226	distorted electric guitar
AClassicEducation_NightOwl---clean electric guitar	0.046400000000000004	2.9722000000000004	male singer
AClassicEducation_NightOwl---clean electric guitar	0.09290000000000001	58.003400000000006	drum set
AClassicEducation_NightOwl---clean electric guitar	0.743	18.9939	electric bass
AClassicEducation_NightOwl---clean electric guitar	1.0681	169.3199	synthesizer
AClassicEducation_NightOwl---clean electric guitar	2.2756000000000003	8.962900000000001	tambourine
AClassicEducation_NightOwl---clean electric guitar	5.154800000000001	8.359200000000001	male singer
AClassicEducation_NightOwl---clean electric guitar	9.1487	11.192	tambourine
AClassicEducation_NightOwl---clean electric guitar	9.9846	12.771	male singer
AClassicEducation_NightOwl---clean electric guitar	11.610000000000001	15.836000000000002	tambourine
AClassicEducation_NightOwl---clean electric guitar	12.863900000000001	22.1518	male singer
AClassicEducation_NightOwl---clean electric guitar	16.2075	18.576	tambourine
AClassicEducation_NightOwl---clean electric guitar	18.7617	23.220000000000002	distorted electric guitar
AClassicEducation_NightOwl---clean electric guitar	19.8763	37.9414	electric bass
AClassicEducation_NightOwl---clean electric guitar	21.037300000000002	22.802000000000003	tambourine
AClassicEducation_NightOwl---clean electric guitar	23.5915	27.6782	tambourine
AClassicEducation_NightOwl---clean electric guitar	24.241600000000002	27.631700000000002	male singer
AClassicEducation_NightOwl---clean electric guitar	28.3748	32.7401	tambourine
AClassicEducation_NightOwl---clean electric guitar	29.4429	57.6319	male singer
AClassicEducation_NightOwl---clean electric guitar	32.972300000000004	37.337700000000005	tambourine
AClassicEducation_NightOwl---clean electric guitar	37.7092	48.622600000000006	male singer
AClassicEducation_NightOwl---clean electric guitar	37.9414	42.4925	distorted electric guitar
